town_number,town‪_‬name,region_number,region,sector_number,sector,muni_number,muni,total,age_0-6,age_6-18,age_19-45,age_46-55,age_56-64,age_65+
4013      ,אורטל                    ,29        ,גולן                     ,22        ,טבריה                    ,71        ,גולן                     ,371       ,45        ,83        ,153       ,48        ,37        ,5
4014      ,נטור                     ,29        ,גולן                     ,22        ,טבריה                    ,71        ,גולן                     ,449       ,69        ,166       ,165       ,33        ,13        ,3
4015      ,בני יהודה                ,29        ,גולן                     ,22        ,טבריה                    ,71        ,גולן                     ,1258      ,96        ,259       ,439       ,162       ,116       ,186
4017      ,אלוני הבשן               ,29        ,גולן                     ,22        ,טבריה                    ,71        ,גולן                     ,421       ,55        ,157       ,153       ,34        ,19        ,3
4019      ,מיצר                     ,29        ,גולן                     ,22        ,טבריה                    ,71        ,גולן                     ,209       ,55        ,33        ,93        ,24        ,2         ,2
4021      ,גבעת יואב                ,29        ,גולן                     ,22        ,טבריה                    ,71        ,גולן                     ,687       ,71        ,156       ,257       ,58        ,44        ,101
4022      ,גשור                     ,29        ,גולן                     ,22        ,טבריה                    ,71        ,גולן                     ,309       ,29        ,59        ,121       ,53        ,42        ,5
4024      ,קלע                      ,29        ,גולן                     ,22        ,טבריה                    ,71        ,גולן                     ,317       ,36        ,78        ,109       ,45        ,21        ,28
4025      ,קדמת צבי                 ,29        ,גולן                     ,22        ,טבריה                    ,71        ,גולן                     ,514       ,62        ,95        ,213       ,51        ,73        ,20
4026      ,חד-נס                    ,29        ,גולן                     ,22        ,טבריה                    ,71        ,גולן                     ,901       ,61        ,225       ,323       ,148       ,97        ,47
4028      ,כנף                      ,29        ,גולן                     ,22        ,טבריה                    ,71        ,גולן                     ,478       ,30        ,140       ,189       ,80        ,37        ,2
4035      ,נמרוד                    ,29        ,גולן                     ,22        ,טבריה                    ,71        ,גולן                     ,18        ,0         ,5         ,5         ,6         ,2         ,0
